x,y,LOCAL_MONTH,SNOW_ON_GROUND_FLAG,CLIMATE_IDENTIFIER,MIN_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,TOTAL_RAIN,PROVINCE_CODE,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST_FLAG,TOTAL_PRECIPITATION,MAX_TEMPERATURE,LOCAL_DATE,TOTAL_SNOW_FLAG,MEAN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND,ID,STATION_NAME,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,MAX_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE_FLAG,TOTAL_RAIN_FLAG,LOCAL_DAY,DIRECTION_MAX_GUST,SPEED_MAX_GUST,MIN_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS,LOCAL_YEAR,DIRECTION_MAX_GUST_FLAG,MAX_REL_HUMIDITY
-120.8,50.935,3,,1166658,-0.5,,,0.6,BC,,,0.6,7,2017-03-13 00:00:00,,3.3,,43,1166658.2017.3.13,RED LAKE,,0,,,,,13,,,,0,14.7,2017,,
-120.8,50.935,3,,1166658,0,,,0.4,BC,,,0.4,9.5,2017-03-14 00:00:00,,4.8,,42,1166658.2017.3.14,RED LAKE,,0,,,,,14,,,,0,13.2,2017,,
-120.8,50.935,3,,1166658,0,,,0,BC,T,,0,9,2017-03-15 00:00:00,T,4.5,,41,1166658.2017.3.15,RED LAKE,,0,,,,,15,,,,0,13.5,2017,,
-120.8,50.935,3,,1166658,-3.5,,,0,BC,,,0,6,2017-03-16 00:00:00,,1.3,,39,1166658.2017.3.16,RED LAKE,,0,,,,,16,,,,0,16.7,2017,,
-120.8,50.935,3,,1166658,-4,,,0,BC,,,0.8,5,2017-03-17 00:00:00,,0.5,,37,1166658.2017.3.17,RED LAKE,,0.8,,,,,17,,,,0,17.5,2017,,
-120.8,50.935,3,,1166658,0,,,0,BC,,,2,7,2017-03-18 00:00:00,,3.5,,35,1166658.2017.3.18,RED LAKE,,2,,,,,18,,,,0,14.5,2017,,
-120.8,50.935,3,,1166658,-9,,,0,BC,,,0,6.5,2017-03-19 00:00:00,,-1.3,,35,1166658.2017.3.19,RED LAKE,,0,,,,,19,,,,0,19.3,2017,,
-120.8,50.935,3,,1166658,-7,,,0,BC,T,,0,6.5,2017-03-20 00:00:00,T,-0.3,,32,1166658.2017.3.20,RED LAKE,,0,,,,,20,,,,0,18.3,2017,,
-120.8,50.935,3,,1166658,-2,,,2,BC,,,2,6,2017-03-21 00:00:00,,2,,28,1166658.2017.3.21,RED LAKE,,0,,,,,21,,,,0,16,2017,,
-120.8,50.935,3,,1166658,0,,,0,BC,,,0,8,2017-03-22 00:00:00,,4,,20,1166658.2017.3.22,RED LAKE,,0,,,,,22,,,,0,14,2017,,
-120.8,50.935,3,,1166658,-3.5,,,0,BC,,,3.8,4,2017-03-23 00:00:00,,0.3,,14,1166658.2017.3.23,RED LAKE,,3.8,,,,,23,,,,0,17.7,2017,,
-120.8,50.935,3,,1166658,-3,,,0,BC,,,0,6,2017-03-24 00:00:00,,1.5,,17,1166658.2017.3.24,RED LAKE,,0,,,,,24,,,,0,16.5,2017,,
-120.8,50.935,3,,1166658,-2,,,0,BC,,,0,7.5,2017-03-25 00:00:00,,2.8,,17,1166658.2017.3.25,RED LAKE,,0,,,,,25,,,,0,15.2,2017,,
-120.8,50.935,3,,1166658,-5.5,,,0,BC,,,0,3,2017-03-26 00:00:00,,-1.3,,16,1166658.2017.3.26,RED LAKE,,0,,,,,26,,,,0,19.3,2017,,
-120.8,50.935,3,,1166658,-2.5,,,0,BC,,,0.4,8,2017-03-27 00:00:00,,2.8,,16,1166658.2017.3.27,RED LAKE,,0.4,,,,,27,,,,0,15.2,2017,,
-120.8,50.935,3,,1166658,-1,,,0,BC,,,0.4,7.5,2017-03-28 00:00:00,,3.3,,15,1166658.2017.3.28,RED LAKE,,0.4,,,,,28,,,,0,14.7,2017,,
-120.8,50.935,3,,1166658,-1,,,1.6,BC,,,6.8,6,2017-03-29 00:00:00,,2.5,,15,1166658.2017.3.29,RED LAKE,,5.2,,,,,29,,,,0,15.5,2017,,
-120.8,50.935,3,,1166658,0,,,1,BC,,,1,6.5,2017-03-30 00:00:00,,3.3,,23,1166658.2017.3.30,RED LAKE,,0,,,,,30,,,,0,14.7,2017,,
-120.8,50.935,3,,1166658,-3.5,,,0,BC,T,,0,10,2017-03-31 00:00:00,T,3.3,,22,1166658.2017.3.31,RED LAKE,,0,,,,,31,,,,0,14.7,2017,,
-120.8,50.935,4,,1166658,0,,,0,BC,,,5,9.5,2017-04-01 00:00:00,,4.8,,20,1166658.2017.4.1,RED LAKE,,5,,,,,1,,,,0,13.2,2017,,
-120.8,50.935,4,,1166658,-4.5,,,0,BC,,,0.2,6,2017-04-02 00:00:00,,0.8,,20,1166658.2017.4.2,RED LAKE,,0.2,,,,,2,,,,0,17.2,2017,,
-120.8,50.935,4,,1166658,-4,,,0,BC,,,0,8,2017-04-03 00:00:00,,2,,17,1166658.2017.4.3,RED LAKE,,0,,,,,3,,,,0,16,2017,,
-120.8,50.935,4,,1166658,-5,,,0.2,BC,,,0.2,9,2017-04-04 00:00:00,,2,,16,1166658.2017.4.4,RED LAKE,,0,,,,,4,,,,0,16,2017,,
-120.8,50.935,4,,1166658,1,,,0.4,BC,,,0.4,9,2017-04-05 00:00:00,,5,,10,1166658.2017.4.5,RED LAKE,,0,,,,,5,,,,0,13,2017,,
-120.8,50.935,4,,1166658,1,,,4.6,BC,,,4.6,7,2017-04-06 00:00:00,,4,,8,1166658.2017.4.6,RED LAKE,,0,,,,,6,,,,0,14,2017,,
-120.8,50.935,4,,1166658,0.5,,,4.8,BC,,,4.8,7,2017-04-07 00:00:00,,3.8,,5,1166658.2017.4.7,RED LAKE,,0,,,,,7,,,,0,14.2,2017,,
-120.8,50.935,4,,1166658,1.5,,,0,BC,,,0,11,2017-04-08 00:00:00,,6.3,,2,1166658.2017.4.8,RED LAKE,,0,,,,,8,,,,0,11.7,2017,,
-120.8,50.935,4,,1166658,-3,,,0,BC,,,0,9.5,2017-04-09 00:00:00,,3.3,,0,1166658.2017.4.9,RED LAKE,,0,,,,,9,,,,0,14.7,2017,,
-120.8,50.935,4,,1166658,-2,,,0,BC,,,0,6,2017-04-10 00:00:00,,2,,0,1166658.2017.4.10,RED LAKE,,0,,,,,10,,,,0,16,2017,,
-120.8,50.935,4,,1166658,-4.5,,,0,BC,,,0,8,2017-04-11 00:00:00,,1.8,,0,1166658.2017.4.11,RED LAKE,,0,,,,,11,,,,0,16.2,2017,,
-120.8,50.935,4,,1166658,-2,,,1.8,BC,,,7,6,2017-04-12 00:00:00,,2,,0,1166658.2017.4.12,RED LAKE,,5.2,,,,,12,,,,0,16,2017,,
-120.8,50.935,4,,1166658,0.5,,,1.2,BC,,,1.2,6.5,2017-04-13 00:00:00,,3.5,,3,1166658.2017.4.13,RED LAKE,,0,,,,,13,,,,0,14.5,2017,,
-120.8,50.935,4,,1166658,-2.5,,,0,BC,,,4.2,8,2017-04-14 00:00:00,,2.8,,0,1166658.2017.4.14,RED LAKE,,4.2,,,,T,14,,,,0,15.2,2017,,
-120.8,50.935,4,,1166658,-3.5,,,0,BC,,,0,10,2017-04-15 00:00:00,,3.3,,4,1166658.2017.4.15,RED LAKE,,0,,,,,15,,,,0,14.7,2017,,
-120.8,50.935,4,,1166658,-4,,,0,BC,,,0,9.5,2017-04-16 00:00:00,,2.8,,0,1166658.2017.4.16,RED LAKE,,0,,,,,16,,,,0,15.2,2017,,
-120.8,50.935,4,,1166658,2,,,0.2,BC,,,0.2,8,2017-04-17 00:00:00,,5,,0,1166658.2017.4.17,RED LAKE,,0,,,,,17,,,,0,13,2017,,
-120.8,50.935,4,,1166658,-1,,,0,BC,,,0,11,2017-04-18 00:00:00,,5,,0,1166658.2017.4.18,RED LAKE,,0,,,,,18,,,,0,13,2017,,
-120.8,50.935,4,,1166658,0,,,0,BC,T,,0,9,2017-04-19 00:00:00,,4.5,,0,1166658.2017.4.19,RED LAKE,,0,,,,T,19,,,,0,13.5,2017,,
-120.8,50.935,4,,1166658,-0.5,,,1.2,BC,,,1.2,10,2017-04-20 00:00:00,,4.8,,0,1166658.2017.4.20,RED LAKE,,0,,,,,20,,,,0,13.2,2017,,
-120.8,50.935,4,,1166658,-2,,,0,BC,,,0,13,2017-04-21 00:00:00,,5.5,,0,1166658.2017.4.21,RED LAKE,,0,,,,,21,,,,0,12.5,2017,,
-120.8,50.935,4,,1166658,2,,,0.6,BC,,,0.6,11,2017-04-22 00:00:00,,6.5,,0,1166658.2017.4.22,RED LAKE,,0,,,,,22,,,,0,11.5,2017,,
-120.8,50.935,4,,1166658,-1.5,,,0,BC,,,0,13,2017-04-23 00:00:00,,5.8,,0,1166658.2017.4.23,RED LAKE,,0,,,,,23,,,,0,12.2,2017,,
-120.8,50.935,4,,1166658,-1.5,,,0,BC,,,0,10,2017-04-24 00:00:00,,4.3,,0,1166658.2017.4.24,RED LAKE,,0,,,,,24,,,,0,13.7,2017,,
-120.8,50.935,4,,1166658,-1.5,,,0,BC,,,0,11,2017-04-25 00:00:00,,4.8,,0,1166658.2017.4.25,RED LAKE,,0,,,,,25,,,,0,13.2,2017,,
-120.8,50.935,4,,1166658,0,,,5,BC,,,7.4,10.5,2017-04-26 00:00:00,,5.3,,0,1166658.2017.4.26,RED LAKE,,2.4,,,,,26,,,,0,12.7,2017,,
-120.8,50.935,4,,1166658,0.5,,,0,BC,,,0,11,2017-04-27 00:00:00,,5.8,,2,1166658.2017.4.27,RED LAKE,,0,,,,,27,,,,0,12.2,2017,,
-120.8,50.935,4,,1166658,-2,,,0,BC,,,0,10.5,2017-04-28 00:00:00,,4.3,,0,1166658.2017.4.28,RED LAKE,,0,,,,,28,,,,0,13.7,2017,,
-120.8,50.935,4,,1166658,-1,,,3.6,BC,,,3.6,8.5,2017-04-29 00:00:00,,3.8,,0,1166658.2017.4.29,RED LAKE,,0,,,,,29,,,,0,14.2,2017,,
-120.8,50.935,5,,1166658,-2.5,,,2,BC,,,2,7.5,2017-05-01 00:00:00,,2.5,,0,1166658.2017.5.1,RED LAKE,,0,,,,,1,,,,0,15.5,2017,,
-120.8,50.935,5,,1166658,-3,,,10.4,BC,,,10.4,14,2017-05-02 00:00:00,,5.5,,0,1166658.2017.5.2,RED LAKE,,0,,,,,2,,,,0,12.5,2017,,
-120.8,50.935,5,,1166658,4,,,2.6,BC,,,2.6,11,2017-05-03 00:00:00,,7.5,,0,1166658.2017.5.3,RED LAKE,,0,,,,,3,,,,0,10.5,2017,,
-120.8,50.935,5,,1166658,5.5,,,7.6,BC,,,7.6,22.5,2017-05-04 00:00:00,,14,,0,1166658.2017.5.4,RED LAKE,,0,,,,,4,,,,0,4,2017,,
-120.8,50.935,5,,1166658,6,,,0,BC,,,0,16.5,2017-05-05 00:00:00,,11.3,,0,1166658.2017.5.5,RED LAKE,,0,,,,,5,,,,0,6.7,2017,,
-120.8,50.935,5,,1166658,-1,,,0,BC,T,,0,11,2017-05-06 00:00:00,,5,,0,1166658.2017.5.6,RED LAKE,,0,,,,T,6,,,,0,13,2017,,
-120.8,50.935,5,,1166658,-1,,,0,BC,T,,0,14,2017-05-07 00:00:00,,6.5,,0,1166658.2017.5.7,RED LAKE,,0,,,,T,7,,,,0,11.5,2017,,
-120.8,50.935,5,,1166658,-1,,,0.6,BC,,,0.6,11,2017-05-08 00:00:00,,5,,0,1166658.2017.5.8,RED LAKE,,0,,,,,8,,,,0,13,2017,,
-120.8,50.935,5,,1166658,0,,,0,BC,,,0,16,2017-05-09 00:00:00,,8,,0,1166658.2017.5.9,RED LAKE,,0,,,,,9,,,,0,10,2017,,
-120.8,50.935,5,,1166658,4.5,,,4,BC,,,4,16.5,2017-05-10 00:00:00,,10.5,,0,1166658.2017.5.10,RED LAKE,,0,,,,,10,,,,0,7.5,2017,,
-120.8,50.935,5,,1166658,0.5,,,10,BC,,,10,9,2017-05-11 00:00:00,,4.8,,0,1166658.2017.5.11,RED LAKE,,0,,,,,11,,,,0,13.2,2017,,
-120.8,50.935,5,,1166658,0,,,0,BC,,,0,11,2017-05-12 00:00:00,,5.5,,0,1166658.2017.5.12,RED LAKE,,0,,,,,12,,,,0,12.5,2017,,
-120.8,50.935,5,,1166658,-1,,,0,BC,,,0,11,2017-05-13 00:00:00,,5,,0,1166658.2017.5.13,RED LAKE,,0,,,,,13,,,,0,13,2017,,
-120.8,50.935,5,,1166658,-3.5,,,0,BC,,,0,13,2017-05-14 00:00:00,,4.8,,0,1166658.2017.5.14,RED LAKE,,0,,,,,14,,,,0,13.2,2017,,
-120.8,50.935,5,,1166658,-3,,,0.6,BC,,,1.2,9,2017-05-15 00:00:00,,3,,0,1166658.2017.5.15,RED LAKE,,0.6,,,,,15,,,,0,15,2017,,
-120.8,50.935,5,,1166658,0,,,9.6,BC,,,9.6,9,2017-05-16 00:00:00,,4.5,,0,1166658.2017.5.16,RED LAKE,,0,,,,,16,,,,0,13.5,2017,,
-120.8,50.935,5,,1166658,6,,,0,BC,,,0,18,2017-05-19 00:00:00,,12,,0,1166658.2017.5.19,RED LAKE,,0,,,,,19,,,,0,6,2017,,
-120.8,50.935,5,,1166658,5,,,0,BC,,,0,23,2017-05-20 00:00:00,,14,,0,1166658.2017.5.20,RED LAKE,,0,,,,,20,,,,0,4,2017,,
-120.8,50.935,5,,1166658,6,,,0,BC,,,0,24,2017-05-21 00:00:00,,15,,0,1166658.2017.5.21,RED LAKE,,0,,,,,21,,,,0,3,2017,,
-120.8,50.935,5,,1166658,9,,,0,BC,,,0,25,2017-05-22 00:00:00,,17,,0,1166658.2017.5.22,RED LAKE,,0,,,,,22,,,,0,1,2017,,
-120.8,50.935,5,,1166658,8,,,5,BC,,,6.8,22,2017-05-23 00:00:00,,15,,0,1166658.2017.5.23,RED LAKE,,1.8,,,,,23,,,,0,3,2017,,
-120.8,50.935,5,,1166658,0,,,7.4,BC,,,7.4,12,2017-05-24 00:00:00,,6,,2,1166658.2017.5.24,RED LAKE,,0,,,,,24,,,,0,12,2017,,
-120.8,50.935,5,,1166658,5.5,,,0.6,BC,,,0.6,20,2017-05-25 00:00:00,,12.8,,0,1166658.2017.5.25,RED LAKE,,0,,,,,25,,,,0,5.2,2017,,
-120.8,50.935,5,,1166658,6.5,,,0,BC,,,0,25,2017-05-26 00:00:00,,15.8,,0,1166658.2017.5.26,RED LAKE,,0,,,,,26,,,,0,2.2,2017,,
-120.8,50.935,5,,1166658,8,,,0,BC,,,0,25,2017-05-27 00:00:00,,16.5,,0,1166658.2017.5.27,RED LAKE,,0,,,,,27,,,,0,1.5,2017,,
-120.8,50.935,5,,1166658,10,,,0,BC,,,0,26,2017-05-28 00:00:00,,18,,0,1166658.2017.5.28,RED LAKE,,0,,,,,28,,,,0,0,2017,,
-120.8,50.935,5,,1166658,8,,,0,BC,,,0,26.5,2017-05-29 00:00:00,,17.3,,0,1166658.2017.5.29,RED LAKE,,0,,,,,29,,,,0,0.7,2017,,
-120.8,50.935,5,,1166658,9,,,8,BC,,,8,25,2017-05-30 00:00:00,,17,,0,1166658.2017.5.30,RED LAKE,,0,,,,,30,,,,0,1,2017,,
-120.8,50.935,5,,1166658,8,,,0,BC,,,0,23,2017-05-31 00:00:00,,15.5,,0,1166658.2017.5.31,RED LAKE,,0,,,,,31,,,,0,2.5,2017,,
-120.8,50.935,6,,1166658,9,,,0,BC,,,0,15,2017-06-01 00:00:00,,12,,0,1166658.2017.6.1,RED LAKE,,0,,,,,1,,,,0,6,2017,,
-120.8,50.935,6,,1166658,5,,,0,BC,,,0,16,2017-06-02 00:00:00,,10.5,,0,1166658.2017.6.2,RED LAKE,,0,,,,,2,,,,0,7.5,2017,,
-120.8,50.935,6,,1166658,8,,,0,BC,,,0,17.5,2017-06-03 00:00:00,,12.8,,0,1166658.2017.6.3,RED LAKE,,0,,,,,3,,,,0,5.2,2017,,
-120.8,50.935,6,,1166658,5,,,0,BC,,,0,18,2017-06-04 00:00:00,,11.5,,0,1166658.2017.6.4,RED LAKE,,0,,,,,4,,,,0,6.5,2017,,
-120.8,50.935,6,,1166658,2.5,,,0,BC,,,0,20,2017-06-05 00:00:00,,11.3,,0,1166658.2017.6.5,RED LAKE,,0,,,,,5,,,,0,6.7,2017,,
-120.8,50.935,6,,1166658,7,,,0,BC,,,0,25,2017-06-06 00:00:00,,16,,0,1166658.2017.6.6,RED LAKE,,0,,,,,6,,,,0,2,2017,,
-120.8,50.935,6,,1166658,9,,,1.4,BC,,,1.4,26,2017-06-07 00:00:00,,17.5,,0,1166658.2017.6.7,RED LAKE,,0,,,,,7,,,,0,0.5,2017,,
-120.8,50.935,6,,1166658,11.5,,,7.6,BC,,,7.6,20,2017-06-08 00:00:00,,15.8,,0,1166658.2017.6.8,RED LAKE,,0,,,,,8,,,,0,2.2,2017,,
-120.8,50.935,6,,1166658,0.5,,,0.6,BC,,,0.6,14,2017-06-09 00:00:00,,7.3,,0,1166658.2017.6.9,RED LAKE,,0,,,,,9,,,,0,10.7,2017,,
-120.8,50.935,6,,1166658,4.5,,,0.8,BC,,,0.8,11.5,2017-06-10 00:00:00,,8,,0,1166658.2017.6.10,RED LAKE,,0,,,,,10,,,,0,10,2017,,
-120.8,50.935,6,,1166658,6,,,0,BC,,,0,19,2017-06-11 00:00:00,,12.5,,0,1166658.2017.6.11,RED LAKE,,0,,,,,11,,,,0,5.5,2017,,
-120.8,50.935,6,,1166658,7,,,0.6,BC,,,0.6,21,2017-06-12 00:00:00,,14,,0,1166658.2017.6.12,RED LAKE,,0,,,,,12,,,,0,4,2017,,
-120.8,50.935,6,,1166658,7,,,0,BC,,,0,19.5,2017-06-13 00:00:00,,13.3,,0,1166658.2017.6.13,RED LAKE,,0,,,,,13,,,,0,4.7,2017,,
-120.8,50.935,6,,1166658,6,,,0,BC,,,0,16,2017-06-14 00:00:00,,11,,0,1166658.2017.6.14,RED LAKE,,0,,,,,14,,,,0,7,2017,,
-120.8,50.935,6,,1166658,1.5,,,5,BC,,,5,14,2017-06-15 00:00:00,,7.8,,0,1166658.2017.6.15,RED LAKE,,0,,,,,15,,,,0,10.2,2017,,
-120.8,50.935,6,,1166658,5,,,0,BC,T,,0,18,2017-06-16 00:00:00,,11.5,,0,1166658.2017.6.16,RED LAKE,,0,,,,T,16,,,,0,6.5,2017,,
-120.8,50.935,6,,1166658,2.5,,,0,BC,,,0,18,2017-06-17 00:00:00,,10.3,,0,1166658.2017.6.17,RED LAKE,,0,,,,,17,,,,0,7.7,2017,,
-120.8,50.935,6,,1166658,4,,,0,BC,,,0,21,2017-06-18 00:00:00,,12.5,,0,1166658.2017.6.18,RED LAKE,,0,,,,,18,,,,0,5.5,2017,,
-120.8,50.935,6,,1166658,8,,,0.2,BC,,,0.2,20,2017-06-19 00:00:00,,14,,0,1166658.2017.6.19,RED LAKE,,0,,,,,19,,,,0,4,2017,,
-120.8,50.935,6,,1166658,8,,,1,BC,,,1,24,2017-06-20 00:00:00,,16,,0,1166658.2017.6.20,RED LAKE,,0,,,,,20,,,,0,2,2017,,
-120.8,50.935,6,,1166658,3,,,0,BC,,,0,18,2017-06-21 00:00:00,,10.5,,0,1166658.2017.6.21,RED LAKE,,0,,,,,21,,,,0,7.5,2017,,
-120.8,50.935,6,,1166658,2,,,0,BC,,,0,22,2017-06-22 00:00:00,,12,,0,1166658.2017.6.22,RED LAKE,,0,,,,,22,,,,0,6,2017,,
-120.8,50.935,6,,1166658,4.5,,,0,BC,,,0,26,2017-06-23 00:00:00,,15.3,,0,1166658.2017.6.23,RED LAKE,,0,,,,,23,,,,0,2.7,2017,,
-120.8,50.935,6,,1166658,8.5,,,0,BC,,,0,28,2017-06-24 00:00:00,,18.3,,0,1166658.2017.6.24,RED LAKE,,0,,,,,24,,,,0.3,0,2017,,
-120.8,50.935,6,,1166658,12,,,0,BC,,,0,29,2017-06-25 00:00:00,,20.5,,0,1166658.2017.6.25,RED LAKE,,0,,,,,25,,,,2.5,0,2017,,
-120.8,50.935,6,,1166658,17,,,0,BC,,,0,29,2017-06-26 00:00:00,,23,,0,1166658.2017.6.26,RED LAKE,,0,,,,,26,,,,5,0,2017,,
-120.8,50.935,6,,1166658,5,,,0,BC,,,0,24,2017-06-27 00:00:00,,14.5,,0,1166658.2017.6.27,RED LAKE,,0,,,,,27,,,,0,3.5,2017,,
-120.8,50.935,6,,1166658,9,,,0,BC,,,0,22,2017-06-28 00:00:00,,15.5,,0,1166658.2017.6.28,RED LAKE,,0,,,,,28,,,,0,2.5,2017,,
-120.8,50.935,6,,1166658,6.5,,,0,BC,,,0,25,2017-06-29 00:00:00,,15.8,,0,1166658.2017.6.29,RED LAKE,,0,,,,,29,,,,0,2.2,2017,,
-120.8,50.935,6,,1166658,11,,,0,BC,,,0,29,2017-06-30 00:00:00,,20,,0,1166658.2017.6.30,RED LAKE,,0,,,,,30,,,,2,0,2017,,
-120.8,50.935,7,,1166658,11,,,0,BC,,,0,28.5,2017-07-01 00:00:00,,19.8,,0,1166658.2017.7.1,RED LAKE,,0,,,,,1,,,,1.8,0,2017,,
-120.8,50.935,7,,1166658,10.5,,,0,BC,,,0,28,2017-07-02 00:00:00,,19.3,,0,1166658.2017.7.2,RED LAKE,,0,,,,,2,,,,1.3,0,2017,,
-120.8,50.935,7,,1166658,9,,,0,BC,,,0,26.5,2017-07-03 00:00:00,,17.8,,0,1166658.2017.7.3,RED LAKE,,0,,,,,3,,,,0,0.2,2017,,
-120.8,50.935,7,,1166658,7.5,,,0,BC,,,0,25,2017-07-04 00:00:00,,16.3,,0,1166658.2017.7.4,RED LAKE,,0,,,,,4,,,,0,1.7,2017,,
-120.8,50.935,7,,1166658,10,,,0,BC,,,0,29.5,2017-07-05 00:00:00,,19.8,,0,1166658.2017.7.5,RED LAKE,,0,,,,,5,,,,1.8,0,2017,,
-120.8,50.935,7,,1166658,11,,,0,BC,,,0,31,2017-07-06 00:00:00,,21,,0,1166658.2017.7.6,RED LAKE,,0,,,,,6,,,,3,0,2017,,
-120.8,50.935,7,,1166658,15,,,0,BC,,,0,30,2017-07-07 00:00:00,,22.5,,0,1166658.2017.7.7,RED LAKE,,0,,,,,7,,,,4.5,0,2017,,
-120.8,50.935,7,,1166658,11,,,0,BC,,,0,29,2017-07-08 00:00:00,,20,,0,1166658.2017.7.8,RED LAKE,,0,,,,,8,,,,2,0,2017,,
-120.8,50.935,7,,1166658,14,,,0,BC,,,0,28.5,2017-07-09 00:00:00,,21.3,,0,1166658.2017.7.9,RED LAKE,,0,,,,,9,,,,3.3,0,2017,,
-120.8,50.935,7,,1166658,9,,,0,BC,,,0,25,2017-07-10 00:00:00,,17,,0,1166658.2017.7.10,RED LAKE,,0,,,,,10,,,,0,1,2017,,
-120.8,50.935,7,,1166658,9,,,0,BC,,,0,25,2017-07-11 00:00:00,,17,,0,1166658.2017.7.11,RED LAKE,,0,,,,,11,,,,0,1,2017,,
-120.8,50.935,7,,1166658,8,,,0,BC,,,0,25.5,2017-07-12 00:00:00,,16.8,,0,1166658.2017.7.12,RED LAKE,,0,,,,,12,,,,0,1.2,2017,,
-120.8,50.935,7,,1166658,7.5,,,0,BC,,,0,24,2017-07-13 00:00:00,,15.8,,0,1166658.2017.7.13,RED LAKE,,0,,,,,13,,,,0,2.2,2017,,
-120.8,50.935,7,,1166658,6.5,,,0,BC,,,0,29,2017-07-14 00:00:00,,17.8,,0,1166658.2017.7.14,RED LAKE,,0,,,,,14,,,,0,0.2,2017,,
-120.8,50.935,7,,1166658,6.5,,,0,BC,,,0,27,2017-07-15 00:00:00,,16.8,,0,1166658.2017.7.15,RED LAKE,,0,,,,,15,,,,0,1.2,2017,,
-120.8,50.935,7,,1166658,9,,,0,BC,T,,0,18.5,2017-07-16 00:00:00,,13.8,,0,1166658.2017.7.16,RED LAKE,,0,,,,T,16,,,,0,4.2,2017,,
-120.8,50.935,7,,1166658,7,,,0,BC,,,0,21,2017-07-17 00:00:00,,14,,0,1166658.2017.7.17,RED LAKE,,0,,,,,17,,,,0,4,2017,,
-120.8,50.935,7,,1166658,7,,,0,BC,,,0,25,2017-07-18 00:00:00,,16,,0,1166658.2017.7.18,RED LAKE,,0,,,,,18,,,,0,2,2017,,
-120.8,50.935,7,,1166658,9,,,0,BC,T,,0,28,2017-07-19 00:00:00,,18.5,,0,1166658.2017.7.19,RED LAKE,,0,,,,T,19,,,,0.5,0,2017,,
-120.8,50.935,7,,1166658,9,,,2.8,BC,,,2.8,20,2017-07-20 00:00:00,,14.5,,0,1166658.2017.7.20,RED LAKE,,0,,,,,20,,,,0,3.5,2017,,
-120.8,50.935,7,,1166658,9,,,0.4,BC,,,0.4,20,2017-07-21 00:00:00,,14.5,,0,1166658.2017.7.21,RED LAKE,,0,,,,,21,,,,0,3.5,2017,,
-120.8,50.935,7,,1166658,11,,,0,BC,,,0,26,2017-07-22 00:00:00,,18.5,,0,1166658.2017.7.22,RED LAKE,,0,,,,,22,,,,0.5,0,2017,,
-120.8,50.935,7,,1166658,8,,,0,BC,,,0,25.5,2017-07-23 00:00:00,,16.8,,0,1166658.2017.7.23,RED LAKE,,0,,,,,23,,,,0,1.2,2017,,
-120.8,50.935,7,,1166658,4.5,,,0,BC,,,0,26,2017-07-24 00:00:00,,15.3,,0,1166658.2017.7.24,RED LAKE,,0,,,,,24,,,,0,2.7,2017,,
-120.8,50.935,7,,1166658,7,,,0,BC,,,0,28,2017-07-25 00:00:00,,17.5,,0,1166658.2017.7.25,RED LAKE,,0,,,,,25,,,,0,0.5,2017,,
-120.8,50.935,7,,1166658,9,,,0,BC,,,0,30,2017-07-26 00:00:00,,19.5,,0,1166658.2017.7.26,RED LAKE,,0,,,,,26,,,,1.5,0,2017,,
-120.8,50.935,7,,1166658,11.5,,,0,BC,,,0,27.5,2017-07-27 00:00:00,,19.5,,0,1166658.2017.7.27,RED LAKE,,0,,,,,27,,,,1.5,0,2017,,
-120.8,50.935,7,,1166658,11.5,,,0,BC,,,0,27,2017-07-28 00:00:00,,19.3,,0,1166658.2017.7.28,RED LAKE,,0,,,,,28,,,,1.3,0,2017,,
-120.8,50.935,7,,1166658,8,,,0,BC,,,0,28,2017-07-29 00:00:00,,18,,0,1166658.2017.7.29,RED LAKE,,0,,,,,29,,,,0,0,2017,,
-120.8,50.935,7,,1166658,14,,,0,BC,,,0,23,2017-07-30 00:00:00,,18.5,,0,1166658.2017.7.30,RED LAKE,,0,,,,,30,,,,0.5,0,2017,,
-120.8,50.935,7,,1166658,10,,,0,BC,,,0,23,2017-07-31 00:00:00,,16.5,,0,1166658.2017.7.31,RED LAKE,,0,,,,,31,,,,0,1.5,2017,,
-120.8,50.935,8,,1166658,11,,,0,BC,,,0,23,2017-08-01 00:00:00,,17,,0,1166658.2017.8.1,RED LAKE,,0,,,,,1,,,,0,1,2017,,
-120.8,50.935,8,,1166658,12,,,0,BC,,,0,25,2017-08-02 00:00:00,,18.5,,0,1166658.2017.8.2,RED LAKE,,0,,,,,2,,,,0.5,0,2017,,
-120.8,50.935,8,,1166658,13,,,0,BC,,,0,28,2017-08-03 00:00:00,,20.5,,0,1166658.2017.8.3,RED LAKE,,0,,,,,3,,,,2.5,0,2017,,
-120.8,50.935,8,,1166658,14,,,0,BC,,,0,23,2017-08-04 00:00:00,,18.5,,0,1166658.2017.8.4,RED LAKE,,0,,,,,4,,,,0.5,0,2017,,
-120.8,50.935,8,,1166658,10,,,0,BC,,,0,25,2017-08-05 00:00:00,,17.5,,0,1166658.2017.8.5,RED LAKE,,0,,,,,5,,,,0,0.5,2017,,
